name,address,rating,price_level,types,website,phone,number of ratings,business_status,,
Arby's,"2001 Sutton Lane, Sutton",4,1,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",https://locations.arbys.com/wv/sutton/2001-sutton-ln.html?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link,(304) 750-2083,262,OPERATIONAL,,
Starbucks,"23 Skidmore Lane, Sutton",4.1,2,"cafe, store, restaurant, food, point_of_interest, establishment",https://www.starbucks.com/store-locator/store/1018520,(681) 208-0366,345,OPERATIONAL,,
McDonald's,"1990 Sutton Lane, Sutton",3.4,1,"cafe, store, restaurant, food, point_of_interest, establishment",https://www.mcdonalds.com/us/en-us/location/WV/SUTTON/1990-SUTTON-LN/10608.html?cid=RF:YXT:GMB::Clicks,(304) 765-2665,1383,OPERATIONAL,,
Pizza Hut,"I-79 Sutton Gassaway Exit, Gassaway",4,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.pizzahut.com/wv/gassaway/i-79-sutton-gassaway-exit?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=281526,(304) 364-2255,453,OPERATIONAL,,
Moe's Southwest Grill,"270 Scott Fork Road, Flatwoods",3.9,1,"restaurant, food, point_of_interest, establishment",https://locations.moes.com/wv/flatwoods/270-scotts-fork-bonnie-road?utm_source=google&utm_medium=organic&utm_campaign=locations_partner,(304) 765-7302,412,OPERATIONAL,,
The Custard Stand Flatwoods,"3945 Sutton Lane, Sutton",4,1,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",https://custardstand.com/flatwoods-west-virginia/,(304) 765-6500,573,OPERATIONAL,,
Stancati's Family Restaurant,"695 Sutton Lane, Sutton",4.5,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",,(304) 765-5000,225,OPERATIONAL,,
Maria's Mexican,"15 Camden Avenue, Sutton",4.7,N/A,"restaurant, food, point_of_interest, establishment",,(304) 765-9494,122,OPERATIONAL,,
China Buffet,"254 Skidmore Lane #9272, Sutton",3.7,2,"restaurant, food, point_of_interest, establishment",,(304) 765-7468,227,OPERATIONAL,,
El Gallo Mexican Restaurant,"282 Skidmore Lane, Sutton",4.4,2,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/pages/El-Galllo-Mexican/606919149458755?rf=1841393396093778,(304) 765-7808,549,OPERATIONAL,,
Wendy's,"60 Woodward Drive, Sutton",3.9,1,"restaurant, food, point_of_interest, establishment",https://locations.wendys.com/united-states/wv/sutton/60-woodward-drive?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 765-7192,418,OPERATIONAL,,
PJ Fresh Marketplace,"270 Scott Fork Road, Sutton",5,N/A,"restaurant, food, point_of_interest, establishment",http://pilotflyingj.com/,(304) 765-9270,3,OPERATIONAL,,
BrAXton Bistro,"226 Main Street, Sutton",4.7,N/A,"restaurant, food, point_of_interest, establishment",https://m.facebook.com/100082999254210/,(304) 402-2111,60,OPERATIONAL,,
Country Corner Cafe,"400 4th Street, Sutton",5,N/A,"restaurant, food, point_of_interest, establishment",,,1,OPERATIONAL,,
Little Caesars Pizza,"4212 Sutton Lane, Sutton",4.2,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://littlecaesars.com/en-us/store/12232,(304) 765-2100,150,OPERATIONAL,,
Woods & Waters Restaurant,"350 Days Drive, Sutton",4.4,N/A,"restaurant, point_of_interest, food, establishment",https://www.facebook.com/Woodsandwatersres/,(304) 765-5055,45,OPERATIONAL,,
Elk River Hotel & Cafe by GlampOut Resorts,"616 Main Street, Sutton",4.7,N/A,"restaurant, cafe, lodging, point_of_interest, food, establishment",https://www.elkriverhotel.com/,(304) 402-2121,59,OPERATIONAL,,
Waffle Hut,"2118 Sutton Lane, Sutton",4.4,1,"restaurant, point_of_interest, food, establishment",http://waffle-hut.edan.io/,(304) 765-2775,493,OPERATIONAL,,
Luzaders 3 Girls Diner LLC,"53 Mid Mountain Lane, Sutton",4.4,N/A,"restaurant, point_of_interest, food, establishment",https://luzaders-3-girls-diner-llc.business.site/?utm_source=gmb&utm_medium=referral,(304) 765-3477,167,OPERATIONAL,,
Long John Silver's,"1101 State Street Route 4, Gassaway",4.1,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://www.ljsilvers.com/?utm_source=listings&utm_medium=yext&utm_campaign=yext2023&utm_id=yext2023&y_source=1_MTc1NzI3NDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 364-5910,225,OPERATIONAL,,
Leona’s Restaurant,"517 Elk Street, Gassaway",4.7,N/A,"restaurant, point_of_interest, food, establishment",,(304) 364-5770,18,CLOSED_TEMPORARILY,,
The boardwalk,"4239 Gauley Turnpike, Heaters",N/A,N/A,"restaurant, point_of_interest, food, establishment",,,N/A,CLOSED_TEMPORARILY,,
Bebek Bakar West Virginia,"J4MV+349, Frametown",N/A,N/A,"restaurant, point_of_interest, food, establishment",,(332) 632-3950,N/A,OPERATIONAL,,
Minney’s Family Restaurant,"8199 Elk River Road, Frametown",4.7,1,"restaurant, point_of_interest, food, establishment",https://m.facebook.com/MinneysFamilyRestaurant/community/?ref=page_internal&mt_nav=0,(304) 364-8585,238,OPERATIONAL,,
Subway,"100 Mall Drive, Steubenville",3.8,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/oh/steubenville/100-mall-drive?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=37774&utm_campaign=evergreen-2020&y_source=1_MTQ4OTU0ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(740) 264-2585,36,OPERATIONAL,,
Drover's Inn,"1001 Washington Pike, Wellsburg",4.6,2,"restaurant, bar, food, point_of_interest, establishment",http://www.droversinn1848.com/,(304) 737-0188,960,OPERATIONAL,,
Subway,"154 Main Street, Wintersville",4.3,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/oh/wintersville/154-main-street?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=41390&utm_campaign=evergreen-2020&y_source=1_MTQ4OTQ1NjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(740) 264-9161,159,OPERATIONAL,,
Subway,"1429 Main Street, Follansbee",3.9,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/follansbee/1429-main-street?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=10551&utm_campaign=evergreen-2020&y_source=1_MTQ4OTYyMTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 527-3200,139,OPERATIONAL,,
Subway,"114 South Hollywood Boulevard, Steubenville",4,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/oh/steubenville/114-s-hollywood-blvd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=7952&utm_campaign=evergreen-2020&y_source=1_MTQ4OTU2ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(740) 264-6777,165,OPERATIONAL,,
Subway,"400 Three Springs Drive, Weirton",2.9,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/weirton/400-three-springs-drive?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=34909&utm_campaign=evergreen-2020&y_source=1_MTQ5MTI3OTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 723-5252,33,OPERATIONAL,,
Subway,"124 7th Street, Wellsburg",3.8,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/wellsburg/124-7th-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=21515&utm_campaign=evergreen-2020&y_source=1_MTQ5MTUzNzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 737-4700,88,OPERATIONAL,,
Subway,"3601 Main Street, Weirton",4.1,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/weirton/3601-main-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=24401&utm_campaign=evergreen-2020&y_source=1_MTQ4OTM3ODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 748-3400,109,OPERATIONAL,,
Subway,"Penco Road 253 & 259, Weirton",3.7,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/weirton/253-&-259-penco-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=3160&utm_campaign=evergreen-2020&y_source=1_MTQ5MTAyODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 723-0133,118,OPERATIONAL,,
DeFelice Bros Pizza - Follansbee,"801 Main Street, Follansbee",4.4,N/A,"meal_delivery, restaurant, food, point_of_interest, establishment",http://eatdefelice.com/,(304) 527-4992,195,OPERATIONAL,,
Tim Hortons,"4234 Sunset Boulevard, Steubenville",3.6,1,"cafe, bakery, store, restaurant, food, point_of_interest, establishment",https://locations.timhortons.com/en/oh/steubenville/4234-sunset-blvd/,(740) 266-9877,455,OPERATIONAL,,
McDonald's,"1514 Main Street, Follansbee",3.5,1,"cafe, store, restaurant, food, point_of_interest, establishment",https://www.mcdonalds.com/us/en-us/location/WV/FOLLANSBEE/1514-MAIN-ST/10506.html?cid=RF:YXT:GMB::Clicks,(304) 527-2500,750,OPERATIONAL,,
Vito's 2,"570 Main Street, Follansbee",4.3,N/A,"restaurant, food, point_of_interest, establishment",https://m.facebook.com/Vitos-2-287025721414079/,,52,OPERATIONAL,,
Burger King,"1403 Main Street, Follansbee",3.9,1,"restaurant, food, point_of_interest, establishment",https://burgerking.com/store-locator/store/restaurant_9010,(304) 527-0476,367,OPERATIONAL,,
DiCarlo's Pizza - Downtown Steubenville,"318 Adams Street, Steubenville",4.5,1,"restaurant, food, point_of_interest, establishment",,(740) 282-1081,527,OPERATIONAL,,
Town House Bar & Grill,"530 Commercial Street, Mingo Junction",4.5,1,"bar, restaurant, food, point_of_interest, establishment",,(740) 535-1248,220,OPERATIONAL,,
Snack Brothers Vending,"707 Dan Dee Lane, Brilliant",5,N/A,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",http://snackbrothersinc.com/,(740) 598-4163,1,OPERATIONAL,,
Long John Silver's,"3940 Main Street, Weirton",3.8,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.ljsilvers.com/?utm_source=listings&utm_medium=yext&utm_campaign=yext2023&utm_id=yext2023&y_source=1_MTc1NzMxMzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 748-5560,781,OPERATIONAL,,
Fox's Pizza Den,"117 Three Springs Drive, Weirton",3.9,1,"meal_delivery, restaurant, food, point_of_interest, establishment",https://www.foxspizza.com/store/west-virginia/weirton-wv/,,89,OPERATIONAL,,
Dairy Queen,"142 Warren Street, Rayland",3.9,1,"store, restaurant, food, point_of_interest, establishment",https://www.dairyqueen.com/en-us/locations/oh/rayland/142-warren-st/7136/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5Nzc5NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(740) 859-4348,388,OPERATIONAL,,
Vocelli Pizza,"1925 Pennsylvania Avenue, Weirton",3.6,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",http://www.vocellipizza.com/weirton_wv,(304) 723-4446,119,OPERATIONAL,,
Green Acres Cafe,"412 Harmon Creek Road, Colliers",4.7,N/A,"bar, restaurant, food, point_of_interest, establishment",,(304) 748-0290,137,OPERATIONAL,,
Coen Markets,"1499 3rd Street, Brilliant",2.8,N/A,"convenience_store, gas_station, liquor_store, cafe, meal_takeaway, store, restaurant, food, point_of_interest, establishment",https://www.coenmarkets.com/,(740) 575-4042,19,OPERATIONAL,,
Sheetz,"1525 Main Street, Follansbee",3.9,1,"convenience_store, gas_station, car_wash, liquor_store, cafe, store, restaurant, food, point_of_interest, establishment",https://orderz.sheetz.com/#/main/location/store/446,(304) 527-3504,59,OPERATIONAL,,
Snyder's Potato Chips,"1012 6th Avenue North, Steubenville",4.7,N/A,"restaurant, food, point_of_interest, establishment",,(740) 283-4554,3,OPERATIONAL,,
Little Snack Shack,"301 North 7th Street, Steubenville",4.7,2,"restaurant, food, point_of_interest, establishment",http://www.littlesnackshack.com/,(740) 314-9019,65,OPERATIONAL,,
Wendy's,"100 Main Street, Wintersville",3.7,1,"restaurant, food, point_of_interest, establishment",https://locations.wendys.com/united-states/oh/wintersville/100-main-street?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(740) 264-5044,684,OPERATIONAL,,
Basil's Sports Bar & Grill,"27 Marshaling Yard Drive, Weirton",4.6,2,"bar, restaurant, food, point_of_interest, establishment",http://www.basilssportsbar.com/,(304) 914-4478,632,OPERATIONAL,,
Dee Jay's BBQ Ribs & Grille,"380 Three Springs Drive, Weirton",4.6,2,"bar, restaurant, food, point_of_interest, establishment",https://deejaysfamousribs.com/weirton/,(304) 748-1150,2690,OPERATIONAL,,
Midei Food & Fuel,"301 Walden Avenue, Tiltonsville",4.4,N/A,"gas_station, restaurant, food, point_of_interest, establishment",,(740) 859-9926,87,OPERATIONAL,,
Dunkin',"250 Three Springs Drive, Weirton",3.8,1,"cafe, bakery, meal_takeaway, store, restaurant, food, point_of_interest, establishment",https://locations.dunkindonuts.com/en/wv/weirton/250-three-springs-dr/353553?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=353553&y_source=1_MTIxMTA5NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 914-3490,577,OPERATIONAL,,
Theo Yianni's,"322 American Way, Weirton",4.6,2,"restaurant, food, point_of_interest, establishment",http://www.theoyiannis.com/,(304) 919-2900,1563,OPERATIONAL,,
Taco Bell,"224 Three Springs Drive, Weirton",3.7,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.tacobell.com/wv/weirton/224-three-springs-drive.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=032353&utm_content=website&y_source=1_NjE0NTA4OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 723-5822,936,OPERATIONAL,,
Applebee's Grill + Bar,"389 John Scott Highway, Steubenville",3.8,2,"restaurant, bar, food, point_of_interest, establishment",https://restaurants.applebees.com/en-us/oh/steubenville/389-john-scott-highway-91079?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=91079&utm_content=website,(740) 264-9448,1522,OPERATIONAL,,
Dairy Queen Grill & Chill,"230 Three Springs Drive, Weirton",4,1,"store, restaurant, food, point_of_interest, establishment",https://www.dairyqueen.com/en-us/?y_source=1_ODk5NjAzMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 914-3979,686,OPERATIONAL,,
Big Shot Bob's House of Wings - Weirton,"241 Three Springs Drive Suite 9, Weirton",3.5,2,"restaurant, food, point_of_interest, establishment",http://www.bigshotbobs.com/,(681) 328-3053,182,OPERATIONAL,,
Theo Yianni's Restaurant,"3323 Pennsylvania Avenue, Weirton",4.3,N/A,"restaurant, food, point_of_interest, establishment",http://www.theoyiannis.com/,(304) 224-1390,35,CLOSED_TEMPORARILY,,
Sunoco Gas Market & Vape Shop,"4332 Sunset Boulevard, Steubenville",4.3,2,"convenience_store, gas_station, liquor_store, store, restaurant, food, point_of_interest, establishment",https://www.facebook.com/sunsetmarketdeli?mibextid=b06tZ0,(740) 275-4788,43,OPERATIONAL,,
Sumo,"4170 Sunset Boulevard, Steubenville",4.4,2,"restaurant, food, point_of_interest, establishment",https://business.google.com/site/l/13890854475363351309?hl=en,(740) 346-4188,735,OPERATIONAL,,
Giovanni's Restaurant,"3013 Pennsylvania Avenue, Weirton",4.5,2,"restaurant, food, point_of_interest, establishment",http://www.giovannisatasteofitaly.com/,(304) 224-1513,384,OPERATIONAL,,
Coen Markets,"620 Main Street, Wintersville",3.3,N/A,"convenience_store, gas_station, liquor_store, meal_takeaway, cafe, store, restaurant, food, point_of_interest, establishment",https://www.coenmarkets.com/,(740) 266-2243,15,OPERATIONAL,,
Buckey's,"1316 Pennsylvania Avenue, Weirton",4.6,N/A,"restaurant, food, point_of_interest, establishment",,(304) 723-2320,36,OPERATIONAL,,
Wing It,"1325 Pennsylvania Avenue, Weirton",4.1,N/A,"meal_delivery, restaurant, food, point_of_interest, establishment",http://www.wingitweirton.net/,(304) 224-1757,199,OPERATIONAL,,
Fox's Pizza Den Burgettstown,"1574 Smith Township State Road, Burgettstown",3.7,1,"meal_delivery, restaurant, food, point_of_interest, establishment",https://www.foxspizzadenburgettstown.com/?utm_source=gbp,(724) 701-6430,144,OPERATIONAL,,
Papa Johns Pizza,"4052 Washington Street, Weirton",3.5,1,"restaurant, food, point_of_interest, establishment",https://locations.papajohns.com/united-states/wv/26062/weirton/4052-washington-street?utm_source=gmb&utm_medium=organic&y_source=1_MTA2OTEyNDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 797-7272,335,OPERATIONAL,,
DiCarlo's Pizza - Sunset Blvd Steubenville,"4531 Sunset Boulevard, Steubenville",4.5,1,"restaurant, food, point_of_interest, establishment",https://www.dicarlospizza.com/,(740) 264-3634,418,OPERATIONAL,,
Mario DiCarlo’s Pizza,"203 Three Springs Drive, Weirton",4.6,1,"restaurant, food, point_of_interest, establishment",,(304) 723-1922,364,OPERATIONAL,,
Mugsy's,"390 Penco Road, Weirton",4.1,N/A,"restaurant, food, point_of_interest, establishment",,(304) 723-6781,24,OPERATIONAL,,
T-N-T Pizza,"1513 South Main Street, Burgettstown",3.9,2,"restaurant, food, point_of_interest, establishment",https://www.tntpizza.com/,(724) 947-1100,131,OPERATIONAL,,
Tudor's Biscuit World,"3620 Main Street, Weirton",4.5,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(304) 748-0658,1228,OPERATIONAL,,
Bob Evans,"1997 Sunset Boulevard, Steubenville",4.1,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.bobevans.com/locations/steubenville?utm_source=google&utm_medium=local&utm_campaign=83-Steubenville-OH,(740) 282-4500,1054,OPERATIONAL,,
Vocelli Pizza,"2600 Sunset Boulevard, Steubenville",4.1,1,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",http://www.vocellipizza.com/steubenville_oh,(740) 264-4422,320,OPERATIONAL,,
Bruno's Pizza,"2605 Sunset Boulevard, Steubenville",4.3,1,"restaurant, food, point_of_interest, establishment",https://thebrunospizza.com/,(740) 266-1800,204,OPERATIONAL,,
Rough Cut Tavern & Hotel,"1041 Burgettstown Road, Burgettstown",4.5,2,"restaurant, bar, food, point_of_interest, establishment",http://www.roughcuttavern.com/,(724) 356-4440,175,OPERATIONAL,,
Froehlich's Classic Corner,"501 Washington Street, Steubenville",4,2,"bar, restaurant, food, point_of_interest, establishment",http://www.classiccornerrestaurant.com/,(740) 283-9901,350,OPERATIONAL,,
Zalenski Family Eatery & Pub,"547 Cadiz Road, Wintersville",3.9,2,"bar, restaurant, food, point_of_interest, establishment",http://www.zeatery.com/,(740) 264-2144,414,OPERATIONAL,,
Domino's Pizza,"Route 88 &, North Fork Road, West Liberty",3,1,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(304) 336-4400,119,OPERATIONAL,,
DiCarlo’s Pizza,"523 Commerce Street, Wellsburg",4.5,1,"meal_delivery, restaurant, food, point_of_interest, establishment",,(304) 737-9849,341,OPERATIONAL,,
